0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
500000,0.4029217517584657,0.02,0.003,0.1,1.0,1.5,1e-06,0.0,1.82061785504427e-21,500.0,0.03,0.8492481540336232,0.3,0.0868038016489909,0.00868038016489909,2.0,0.0674559557659555,187539.6032573827,0.3393899281812508,5.412094583341206e-09,5.209325451740283e-07,0,5.0,0.1,1e-08,1.0,0.2549737362820806,0.6967196752179766,0.01,1.2900120421847138e-106,0.2,0,0.5
500000,0.5163920787524212,0.02,0.003,0.1,1.0,1.5,1e-06,0.0,1.82061785504427e-21,500.0,0.03,3.329002455902767,0.42489470993279643,0.09245174040160939,0.009245174040160939,2.0,0.0674559557659555,391101.18067460443,0.37057859292119055,4.599609520475897e-09,1.2907707289355163e-07,0,5.0,0.1,9.875138777352598e-09,1.2932011798406997,0.18402524220205496,0.4067744123164767,0.01,7.891684475287515e-107,0.2,0,0.5
500000,0.4395243354018559,0.02,0.003,0.1,1.0,1.5,1e-06,0.0,1.82061785504427e-21,500.0,0.07997785060177814,0.27277070830623723,1.1540275435814136,0.00010260929154500584,1.0260929154500583e-05,2.0,0.0674559557659555,49266.75376406276,0.10030665967147193,2.784326382537298e-11,3.1495156071505007e-09,0,5.0,0.1,1.452113010203564e-10,0.0069284950638149505,0.009758595234325495,0.0024304395587203026,0.01,7.028959260118388e-110,0.2,0,0.5
500000,0.40171466245544485,0.02,0.003,0.1,1.0,1.5,1e-06,0.0,1.82061785504427e-21,500.0,0.041731876504961324,0.0001183049902771166,1.913041444093233e-05,0.00010113920732266097,1.0113920732266098e-05,2.0,0.0674559557659555,0.04642101915394514,0.057754809883653134,2.374986155969157e-11,4.8686485492186344e-12,0,5.0,0.1,1.6029675531852547e-13,9.42260790859429e-07,0.0010410595997266303,0.00039923613603269387,0.01,8.267922830973827e-110,0.2,0,0.5
500000,0.35,0.02,0.003,0.1,1.0,1.5,1e-06,0.0,1.82061785504427e-21,500.0,0.03,0.8492481540336232,0.3,0.1,0.01,2.0,0.0674559557659555,287936.7977312881,0.3009826699557746,8.59576707979513e-09,5.209325451740283e-07,0,5.0,0.1,1e-08,1.0,0.2549737362820806,0.9595475657773529,0.04652645764362457,2.0858842542417699e-106,0.2,0,0.5
500000,0.48290194694350597,0.02,0.003,0.1,1.0,1.5,1e-06,0.0,1.82061785504427e-21,500.0,0.03,0.03566050417321251,0.0003018944364445684,0.3606205742325145,0.03606205742325145,2.0,0.0674559557659555,44.3367042956772,0.07038048061805671,5.558314166677934e-12,8.576672364767181e-09,0,5.0,0.1,4.77530778448577e-12,0.01194018330233965,0.005240946569310685,0.0029986321018274967,0.01,1.2482894394226573e-109,0.2,0,0.5
500000,0.3589158133543323,0.02,0.003,0.1,1.0,1.5,1e-06,0.0,1.82061785504427e-21,500.0,0.03,0.5883796366558538,0.5335662678204764,0.018989066691443093,0.0018989066691443093,2.0,0.0674559557659555,459725.83788107085,0.821608215679583,2.687546277083493e-08,1.1073998486091692e-06,0,5.0,0.1,1.278811721625474e-08,1.4715926547532492,0.522603820944878,0.5931744442531331,0.01,4.740948756780166e-106,0.2,0,0.5
500000,0.35,0.02,0.003,0.1,1.0,1.5,1e-06,0.0,1.82061785504427e-21,500.0,0.03,0.8492481540336232,0.15926048447475546,0.0902833067747288,0.009028330677472881,2.0,0.0674559557659555,287936.7977312881,0.3009826699557746,8.59576707979513e-09,5.209325451740283e-07,0,5.0,0.1,1e-08,1.0,0.2549737362820806,0.9768806222455458,0.01,2.0858842542417699e-106,0.2,0,0.5
500000,0.3982596179170654,0.02,0.003,0.1,1.0,1.5,1e-06,0.0,1.82061785504427e-21,500.0,0.056364896086744026,0.4178661397400046,0.5112323475031477,0.03855012217975414,0.0038550122179754143,2.0,0.0674559557659555,44156.44745441362,0.05557538532683131,3.5069353315376535e-09,7.019273844269906e-08,0,5.0,0.1,1.4705882116699668e-08,0.35747821948667396,0.15885129712772547,0.7569954123212832,0.01,6.214556201606732e-106,0.2,0,0.5
500000,0.35,0.02,0.003,0.1,1.0,1.5,1e-06,0.0,1.82061785504427e-21,500.0,0.044375922817850195,0.6267726757541986,0.14173176576854163,0.1,0.01,2.0,0.0674559557659555,291580.97788692795,0.3868801651560679,8.510783265346762e-09,6.835067921106094e-07,0,5.0,0.1,7.743380983505422e-09,0.4685447296946856,0.2850903014168305,0.7557809404042152,0.01,3.1185737122129546e-106,0.2,0,0.5
